Country,Product,Import_Export,Quantity,Value,Date,Category,Port,Customs_Code,Weight,Shipping_Method,Supplier,Customer,Invoice_Number,Payment_Terms,Total_Value
American Samoa,rise,Export,1077,4379.01,12-11-2020,Furniture,South Sandra,614915,4710.03,Land,Flowers and Sons,Benjamin Lang,31594075,Cash on Delivery,4716194.0
Hong Kong,coach,Import,4493,8018.79,10-11-2023,Machinery,North Robin,856962,1004.0,Air,"Spencer, Brown and Harrison",Nicole Lopez,62195642,Net 30,36028423.0
Djibouti,shake,Import,9803,9367.55,03-04-2024,Clothing,North Sherriport,476204,2950.96,Sea,"Meyers, Allen and James",Kevin Ortiz,38729691,Net 60,91830093.0
Saudi Arabia,life,Export,9744,2566.08,27-05-2021,Electronics,Davisberg,819176,1077.08,Air,White-Baker,Jessica Davis,229191,Net 60,25003884.0
Ukraine,out,Export,7720,8652.45,23-07-2024,Electronics,East Kathleenport,284308,4305.98,Land,Berg-Shaw,Nancy Hernandez,16386780,Net 30,66796914.0
Bermuda,whole,Export,6062,7005.68,16-12-2023,Machinery,Whiteview,870395,2845.2,Sea,"Hampton, Wagner and Smith",Jason Costa,56765927,Prepaid,42468432.0
Slovenia,kid,Export,5539,4824.08,28-06-2023,Furniture,West Lisaton,772261,1117.5,Air,Finley-Castro,Brandon Brown,82848962,Cash on Delivery,26720579.0
Guam,produce,Import,3974,9126.65,04-10-2022,Electronics,Jasonfurt,463146,2202.74,Land,Marks LLC,Frank Marsh,31289176,Prepaid,36269307.0
Malta,those,Export,1293,546.36,23-12-2022,Machinery,New Christianfort,659674,4866.49,Air,"Martin, Wood and Rodriguez",Yolanda Tapia,79127965,Prepaid,706443.0
Thailand,prove,Export,6552,7751.75,04-02-2020,Machinery,Port Danielton,179983,2285.8,Sea,Green-Franklin,Lisa Hamilton,12798629,Net 30,50789466.0
Zimbabwe,drive,Export,6055,6104.18,25-01-2024,Furniture,South Danielle,828341,1082.6,Sea,"Davis, Escobar and Stark",Terri Proctor,38940845,Prepaid,36960810.0
Dominica,project,Import,2824,1065.78,30-07-2022,Furniture,Port James,563274,920.45,Air,"Woodard, Barker and Romero",Joseph Johnson,63600012,Cash on Delivery,3009763.0
Korea,prove,Import,3662,3869.45,28-03-2023,Furniture,Smithfurt,439881,4870.54,Air,Young Inc,Angela Lowe MD,65367981,Net 30,14169926.0
Germany,consider,Import,7462,9702.77,24-05-2020,Clothing,West Denise,569149,3176.53,Land,Roy-Bishop,Lisa Moore,97032836,Net 30,72402070.0
Saudi Arabia,consider,Export,3403,5888.74,04-11-2023,Machinery,Port Bradleystad,838487,1721.75,Sea,Blackburn-Mason,Scott Robertson,43989575,Cash on Delivery,20039382.0
Cayman Islands,wrong,Import,137,3936.69,22-09-2020,Machinery,Port Loganfurt,853979,2399.02,Sea,"Douglas, Johnson and Clark",Justin Baker,89203368,Prepaid,539327.0
Kuwait,loss,Import,2774,749.19,14-07-2020,Machinery,Perryland,288114,3819.04,Sea,Baker-Mendoza,Jack Alexander,65504742,Cash on Delivery,2078253.0
Niger,bag,Import,8876,1371.19,07-12-2023,Electronics,Dunnberg,925495,3321.75,Air,Rose-Gomez,Paul Aguirre,10701920,Cash on Delivery,12170682.0
Marshall Islands,role,Export,3310,8767.14,03-04-2021,Electronics,New Amyview,101117,3215.43,Air,Jimenez-Cook,Brianna Walker,45950188,Net 30,29019233.0
Congo,shake,Export,9552,2747.43,19-04-2024,Clothing,Susanfurt,837687,1590.9,Air,Graham-Carpenter,Dakota Pennington,41788186,Prepaid,26243451.0
Falkland Islands (Malvinas),including,Export,508,6961.35,14-01-2021,Machinery,East Arielberg,709569,4964.21,Sea,Jones LLC,Jeffrey Bailey,39427854,Prepaid,3536366.0
Liechtenstein,price,Import,9487,4294.75,08-01-2020,Electronics,Wuhaven,376426,21.91,Land,Stein-Lloyd,Jeremy Caldwell,74667985,Net 60,40744293.0
Guatemala,form,Export,3151,4018.74,24-12-2019,Clothing,Port Edwardside,519141,644.46,Sea,Ramirez PLC,Christopher Jensen,60633875,Net 30,12663050.0
Czech Republic,camera,Export,8227,6033.39,01-01-2024,Machinery,Baileymouth,549981,544.05,Sea,Stephenson-Meyer,Shelby Shaffer,77720927,Net 60,49636700.0
Dominican Republic,dream,Import,4872,9134.79,24-01-2023,Clothing,Colleenville,619241,2929.06,Air,Reed LLC,Dylan King,89643444,Net 60,44504697.0
Cook Islands,easy,Import,2895,8066.16,18-01-2023,Electronics,Port Diana,321268,1864.76,Air,"Clarke, White and Grant",Andrew Wilkins,23644408,Net 30,23351533.0
Saint Martin,treat,Export,4862,3282.46,20-12-2019,Electronics,Stewartfurt,292427,1449.65,Sea,Sandoval-Cortez,Alicia Martin,12050090,Net 30,15959321.0
Slovakia (Slovak Republic),bill,Import,2419,8059.15,18-04-2021,Electronics,Rodriguezport,645404,906.84,Sea,Palmer and Sons,Sara Gregory,86833327,Prepaid,19495084.0
Kenya,year,Export,8389,1603.36,08-03-2021,Machinery,Lynchfort,280162,4155.65,Sea,Arellano-Reynolds,Benjamin Morales,70877996,Net 30,13450587.0
Uzbekistan,couple,Import,7237,3448.44,28-10-2021,Electronics,Silvahaven,649438,1414.49,Air,Holden-Ayala,Tonya White,48439922,Prepaid,24956360.0
Tajikistan,really,Export,3320,8604.45,10-03-2021,Electronics,Williamborough,543855,1184.55,Sea,"Gutierrez, Frye and Mullins",Christopher Kelly,16281366,Net 30,28566774.0
Croatia,practice,Export,8980,4208.54,19-06-2022,Electronics,Davidport,598195,1675.17,Air,"Gilbert, Lee and Summers",Robert Larson,31276215,Net 60,37792689.0
Falkland Islands (Malvinas),institution,Import,3612,350.45,01-01-2023,Machinery,Rodriguezhaven,669934,1033.07,Sea,Estes-Parker,Jason Black,9825973,Net 30,1265825.0
Heard Island and McDonald Islands,control,Import,5986,7376.73,17-01-2021,Furniture,Peggyview,567890,4077.82,Land,Dunn PLC,Ashley Richards,75593641,Net 60,44157106.0
Turks and Caicos Islands,professional,Export,766,5712.37,27-11-2020,Machinery,New Nicole,552271,3001.07,Land,Harrison Group,Jill Hayes,14294313,Cash on Delivery,4375675.0
Denmark,remember,Export,5691,6495.18,07-03-2023,Machinery,Hannahport,536245,1627.61,Air,"Osborn, Wright and Collins",Willie Walker,7891387,Cash on Delivery,36964069.0
Anguilla,call,Export,8483,7513.78,02-06-2024,Machinery,Port Rickey,733834,2712.89,Land,Cordova PLC,Holly Crosby,28340890,Net 60,63739396.0
Northern Mariana Islands,fine,Export,8838,1201.24,25-03-2023,Electronics,Port Susan,273778,633.2,Air,Yang Inc,Courtney Petersen,62368997,Net 60,10616559.0
Algeria,cell,Import,4249,8945.3,21-09-2021,Clothing,Port Rachelport,478780,969.81,Land,Smith Group,Mark Meyers,50717666,Net 60,38008580.0
Svalbard & Jan Mayen Islands,manager,Export,2920,999.85,12-10-2023,Toys,Emilyside,247471,4821.32,Sea,Cooper-Price,Lindsey Owens,94032053,Prepaid,2919562.0
Chad,son,Import,6806,7788.35,17-07-2023,Furniture,Michaelbury,824441,2271.86,Land,Bishop LLC,Anthony Flores,81676411,Cash on Delivery,53007510.0
Isle of Man,difference,Import,3523,8636.58,26-09-2023,Toys,South Sierra,793964,2990.11,Land,"Jones, Watkins and Baker",Steven Russo,70259859,Prepaid,30426671.0
Falkland Islands (Malvinas),scene,Import,5497,1847.8,23-05-2021,Electronics,Christopherhaven,256736,1810.95,Sea,"Fox, Turner and Brady",Donna Lewis,88848325,Net 30,10157357.0
Costa Rica,day,Import,4638,2119.37,25-09-2023,Machinery,Amandatown,856709,1457.77,Land,"Herrera, Chang and Farrell",Brittany Lee,88203466,Prepaid,9829638.0
Sri Lanka,no,Export,1331,8715.08,13-04-2022,Electronics,Lake Shelley,309253,729.05,Air,"Davis, Jones and Gonzalez",Sandra Oliver,97484361,Prepaid,11599771.0
Comoros,drug,Export,1038,410.22,23-04-2021,Furniture,East Theresa,842461,4809.41,Land,Johnson-Terry,Tammy Ramos,17643930,Net 60,425808.0
Kuwait,oil,Export,4710,6655.92,23-06-2022,Toys,South Crystalchester,568851,332.97,Sea,Gutierrez PLC,Sean Prince,54678227,Net 30,31349383.0
Canada,reality,Import,9922,1675.33,28-06-2024,Machinery,Laurenfort,188382,2228.51,Land,Mccarthy-Brown,George Rose,25346664,Cash on Delivery,16622624.0
Bolivia,debate,Import,9558,4284.78,03-05-2020,Furniture,Port Matthewborough,107601,2791.28,Air,Black-Santiago,Levi Brown,53052235,Net 30,40953927.0
Cook Islands,dark,Import,1690,3717.7,11-07-2023,Furniture,Martinport,350961,1685.0,Sea,Leach-Alexander,Kyle Rodriguez,18599415,Net 60,6282913.0
South Africa,everybody,Import,5399,4299.73,23-12-2019,Furniture,Vangton,964641,4872.76,Sea,Flores and Sons,Samuel Friedman,148328,Net 30,23214242.0
India,standard,Import,103,4185.64,08-07-2022,Toys,North Mariachester,877262,830.35,Land,Morris-Kim,Linda Richardson,71744870,Prepaid,431121.0
Kyrgyz Republic,red,Import,481,702.05,18-10-2023,Machinery,South Patrick,528345,3178.75,Air,Wilson-Gallegos,Robert Young,76667613,Net 60,337686.0
Saint Helena,produce,Import,7598,3363.1,24-11-2019,Toys,Gregoryshire,142533,3565.85,Air,Adams LLC,Jacob Allen,14877227,Net 30,25552834.0
Gabon,much,Import,851,1329.99,05-12-2022,Electronics,Lake Scott,578266,3092.28,Air,Knight Inc,Thomas Webb,86288091,Cash on Delivery,1131821.0
Christmas Island,community,Export,7700,7404.04,15-08-2024,Electronics,South Edward,417191,593.83,Air,Sanchez-Simpson,Eduardo Rubio,54991782,Net 30,57011108.0
Guadeloupe,measure,Export,895,7209.37,04-08-2022,Electronics,Wilsonview,760742,628.76,Land,Wilson-Jensen,Willie King,30442018,Prepaid,6452386.0
Oman,group,Import,4702,6879.04,25-05-2020,Furniture,New Jacqueline,486400,1574.95,Sea,Cruz Group,Michael Johnson,53892491,Net 60,32345246.0
Cayman Islands,poor,Import,9038,2989.85,01-05-2020,Machinery,East Davidton,867815,4602.88,Land,Haley Inc,Tom Bowers,59288448,Prepaid,27022264.0
Tonga,can,Export,4332,4405.07,01-04-2021,Furniture,North Joel,846270,4667.46,Sea,Ross PLC,Heather Hutchinson,30046090,Cash on Delivery,19082763.0
Equatorial Guinea,just,Export,2160,246.85,09-03-2020,Toys,North Benjamin,792140,2761.64,Air,Garcia-Cooper,Hector Padilla,50768832,Net 60,533196.0
British Virgin Islands,throughout,Import,5295,7366.97,08-09-2021,Electronics,East Wayneport,182380,4836.56,Air,Wilson-Long,Philip Hansen,26854178,Prepaid,39008106.0
Armenia,project,Import,3418,9656.71,04-01-2020,Electronics,Annview,111862,958.26,Land,Alexander LLC,Austin Rogers,32555391,Net 30,33006635.0
Venezuela,relationship,Export,917,6206.45,31-12-2021,Electronics,New Melanie,808225,4926.66,Sea,Gray-Mclaughlin,Terry Williams,93184219,Cash on Delivery,5691315.0
Grenada,store,Export,7052,5948.25,01-05-2021,Electronics,North Pamelashire,766891,761.87,Land,"Munoz, Reeves and Decker",Ashley Sanders,91176671,Net 30,41947059.0
Bermuda,point,Import,6884,5700.29,24-10-2023,Electronics,Lake Sandra,474341,205.4,Sea,Armstrong-Gallagher,William Williams,19965785,Cash on Delivery,39240796.0
Cuba,may,Export,1094,5668.36,11-05-2023,Toys,Jenniferborough,590952,3297.79,Sea,Wilson-Gordon,Jennifer Hernandez,16659842,Prepaid,6201186.0
Antarctica (the territory South of 60 deg S),into,Import,3357,2846.5,10-05-2024,Machinery,Mercedesside,700457,4252.0,Air,"Johnson, Gates and Schultz",Dana Jackson,21842804,Cash on Delivery,9555700.0
Aruba,picture,Export,4193,8390.11,07-10-2023,Clothing,Lopezbury,901791,1002.37,Air,"Zimmerman, Parker and Taylor",Frederick Bowman,24023154,Net 60,35179731.0
Myanmar,support,Import,9023,5970.71,12-02-2022,Clothing,Chloeport,239491,3654.18,Sea,"Thompson, Gray and Jordan",Roger Faulkner,69831276,Net 60,53873716.0
Australia,agreement,Import,4896,3741.96,27-02-2020,Electronics,Avilaland,165663,569.31,Sea,Johnson PLC,Christopher Thomas,92984750,Prepaid,18320636.0
Chad,if,Export,3744,6503.16,29-02-2020,Furniture,Port John,193548,3896.27,Sea,Ramos and Sons,Cynthia Henry,81766975,Net 30,24347831.0
Armenia,truth,Import,1357,1467.96,14-12-2023,Machinery,Rebeccaberg,380959,314.05,Air,"Davis, Hatfield and Molina",Ronald Anderson,37683192,Net 60,1992022.0
Netherlands,upon,Import,9396,6422.58,08-12-2021,Furniture,Smithfurt,918989,81.69,Sea,Duffy PLC,Kimberly Parsons,69701839,Net 60,60346562.0
Peru,keep,Import,8849,5588.87,14-08-2024,Clothing,Blackwellland,889854,3195.63,Sea,Welch Group,James Anthony,29537320,Net 30,49455911.0
Monaco,something,Import,2444,5586.57,10-08-2023,Toys,Jeffreychester,894901,2010.01,Land,"Morris, Morales and Johnson",Jordan Kaiser,61816859,Net 60,13653577.0
Iran,also,Export,8857,1390.31,17-05-2024,Furniture,Port Katherinebury,837508,695.35,Air,"Jones, Russell and Mann",Benjamin Bell,60422507,Net 60,12313976.0
Liechtenstein,your,Export,2597,7905.2,24-10-2019,Toys,Lake Markborough,355941,2627.69,Land,Marks-Harris,Amy Murphy,57448256,Net 60,20529804.0
Portugal,rich,Export,7680,6020.1,04-04-2022,Electronics,Smithview,690720,1686.73,Land,Maldonado-Roberson,Nathan Knight,87209369,Cash on Delivery,46234368.0
Guam,sea,Import,3621,5502.22,18-10-2023,Electronics,North Feliciaberg,442553,104.52,Land,Taylor-Miller,Jordan Davila,5442495,Cash on Delivery,19923539.0
Bolivia,woman,Export,9278,3337.04,04-12-2022,Machinery,North Josemouth,270545,2844.59,Sea,Ramsey Ltd,Edward Wilson,74922873,Net 30,30961057.0
Lesotho,agency,Export,826,955.63,16-03-2020,Machinery,Lopezborough,140263,4703.54,Air,"Miller, Carroll and Tran",Colleen Ramirez,69180726,Cash on Delivery,789350.0
Tanzania,medical,Export,6846,715.11,19-08-2020,Electronics,Sextonshire,729810,582.74,Air,Cox Inc,Jeremy Mclean,20273504,Net 30,4895643.0
China,respond,Export,1961,8683.83,12-02-2024,Toys,South Devonberg,562624,228.69,Air,Smith Inc,Sharon Hall,46419923,Prepaid,17028991.0
United Arab Emirates,officer,Import,176,4471.74,19-10-2021,Furniture,Leslieland,964233,584.99,Sea,"Blankenship, Robertson and Pierce",Amy Reese,28003845,Prepaid,787026.0
Cuba,lawyer,Import,811,6338.3,20-05-2022,Clothing,New Heather,163214,2263.66,Sea,Caldwell-Scott,William Howard,68478628,Net 60,5140361.0
Kuwait,Mrs,Export,3122,6153.76,29-12-2023,Furniture,West Danaborough,466629,1119.98,Air,Hall LLC,Theresa Hinton,77065935,Prepaid,19212039.0
Falkland Islands (Malvinas),recent,Export,5712,1336.29,12-02-2023,Clothing,New Bradley,324172,1058.08,Land,Williams-Brown,Samuel Smith II,2553809,Prepaid,7632888.0
Timor-Leste,or,Import,2628,9110.53,05-12-2020,Toys,Port Joe,233203,2389.09,Land,Torres-Smith,Mark Black,41927978,Cash on Delivery,23942473.0
Poland,national,Import,5406,3161.84,17-11-2020,Machinery,Amytown,160348,2347.61,Air,Daniels-Price,Heather Larson,62785142,Prepaid,17092907.0
Kuwait,whatever,Import,8238,1379.14,07-12-2023,Clothing,East Samanthaport,228652,2917.14,Sea,Mcdaniel LLC,Lori Espinoza,74622146,Net 30,11361355.0
French Polynesia,single,Export,3542,1972.54,14-06-2023,Toys,Lake Richardchester,551869,375.46,Sea,Miller and Sons,Morgan Murray,26414723,Cash on Delivery,6986737.0
Ethiopia,fund,Export,6990,5985.74,27-09-2022,Toys,East Amandaland,588214,494.6,Land,Little Ltd,Micheal Cameron,74813839,Net 30,41840323.0
Cuba,those,Export,3656,5803.43,02-04-2024,Toys,Manuelmouth,228184,4979.14,Air,"Mcconnell, Wade and Barrera",Kristen Rodriguez,32247049,Prepaid,21217340.0
Dominica,network,Export,2609,7360.72,14-11-2019,Machinery,Lake Monicaside,907600,4801.99,Air,Welch-Harris,Charles Lewis,51688829,Net 30,19204118.0
Saint Martin,material,Import,3295,5092.48,15-05-2024,Furniture,Amandahaven,463349,4556.59,Land,Merritt-Jackson,Shannon Lowe,52095564,Prepaid,16779722.0
Poland,house,Export,5105,5270.12,02-07-2024,Clothing,Stoneview,531050,1131.73,Land,Herrera Ltd,David Benton,44259026,Net 30,26903963.0
Sri Lanka,focus,Import,7707,1726.35,05-10-2023,Clothing,Chapmanside,829991,426.82,Air,"Russell, Newton and Macdonald",Xavier Flores,21395954,Net 60,13304979.0
Christmas Island,trip,Import,9913,2914.44,16-09-2021,Furniture,East Brad,266547,1849.5,Air,"Barnes, Chase and Lam",Diana Smith,32906772,Net 30,28890844.0
Romania,be,Export,588,9536.93,15-04-2023,Electronics,Wrighttown,120308,3302.59,Sea,Foster Group,Melanie Moore,30305810,Cash on Delivery,5607715.0
Nauru,couple,Import,7879,4628.32,01-12-2022,Toys,Cookchester,422698,1298.07,Sea,Hansen-Perry,Angela Keller,74865530,Prepaid,36466533.0
Hungary,because,Import,775,7713.3,22-02-2022,Machinery,Hensonchester,233045,1200.89,Land,Landry-Knight,Jennifer Gallagher,8640718,Cash on Delivery,5977808.0
French Polynesia,member,Export,3104,9636.8,22-01-2022,Clothing,New Austinland,119410,2505.51,Air,Scott-Perez,Kimberly Garcia,91758342,Net 60,29912627.0
Grenada,both,Export,6534,2253.3,16-07-2023,Electronics,Patrickmouth,707077,2038.88,Air,Stevenson-Garcia,Charles Guerrero,23731287,Cash on Delivery,14723062.0
Slovakia (Slovak Republic),way,Export,6888,4766.33,05-09-2021,Machinery,New Jocelyn,284306,1857.75,Sea,"Rodriguez, Evans and Mays",Luis Evans,30633754,Net 60,32830481.0
Mayotte,family,Import,1508,1727.44,04-11-2023,Toys,Tatefurt,793198,1734.93,Air,Davis-Cardenas,Sandra Warner,55960946,Net 30,2604980.0
Armenia,think,Export,1484,4580.11,04-10-2022,Furniture,Delgadochester,998844,613.74,Land,King and Sons,Joshua Harris,92611988,Net 30,6796883.0
Burkina Faso,particularly,Import,8885,8662.41,06-08-2020,Clothing,Lake Amber,372455,317.52,Land,Short Inc,Melinda Santiago,59413509,Net 30,76965513.0
Georgia,role,Export,4217,5606.73,10-11-2022,Machinery,West Jeffrey,164571,4868.62,Sea,Garcia LLC,Jennifer Walker,77815915,Net 30,23643580.0
Ukraine,north,Import,665,2045.64,03-12-2023,Electronics,Shawnchester,632959,546.39,Sea,Gomez-Curtis,Nicole Hanson,24630947,Net 30,1360351.0
Netherlands,young,Import,293,663.43,07-12-2020,Electronics,North Josephfurt,501032,1004.3,Air,"Hernandez, Brown and Thomas",Taylor Carroll,33048679,Prepaid,194385.0
Anguilla,throw,Export,7022,3154.73,30-08-2023,Toys,Christopherberg,998503,1811.88,Sea,Wiggins LLC,Douglas Nguyen,30795885,Net 60,22152514.0
Libyan Arab Jamahiriya,save,Import,2741,5206.18,24-08-2021,Machinery,Matthewchester,242284,2840.54,Sea,"Wilcox, Ross and Martin",Heather Davis,55494105,Net 30,14270139.0
Mali,woman,Import,902,2154.0,30-07-2022,Machinery,Mariahaven,202221,3450.08,Sea,Burns-Palmer,Melissa Reyes,90136248,Cash on Delivery,1942908.0
Palau,knowledge,Export,8273,4219.26,13-12-2021,Furniture,Shawnfort,708648,4878.33,Land,Russell Ltd,Michael Mcdonald,24360395,Prepaid,34905938.0
Canada,wish,Export,9885,5135.19,26-12-2021,Machinery,Batesfort,468380,2721.28,Land,"Powers, Hicks and Lawson",Jeremy Lucero,71984367,Prepaid,50761353.0
Gambia,man,Export,7750,6886.68,28-07-2023,Furniture,Port Kellyborough,240623,1828.22,Sea,"Davis, Phillips and Bennett",Edwin Warner,48112912,Cash on Delivery,53371770.0
Palestinian Territory,myself,Export,5605,5921.39,07-09-2020,Machinery,Archerview,475691,3978.43,Air,"Horton, Beck and Crawford",Sharon Berry,35537190,Cash on Delivery,33189391.0
Chile,sea,Export,8105,5950.64,06-09-2023,Machinery,Port Devinmouth,498312,3471.49,Air,Clark PLC,Michael Norris,33694275,Net 60,48229937.0
Switzerland,call,Import,5259,2972.19,06-10-2020,Clothing,New John,324521,3816.26,Sea,Goodman Inc,Lynn Carrillo,40952465,Cash on Delivery,15630747.0
Norway,could,Import,2079,7348.69,01-08-2021,Electronics,West Omar,250260,1242.81,Sea,"Gonzalez, Wright and Hill",Kevin Moore,18932193,Prepaid,15277927.0
Mozambique,them,Export,7737,6956.88,21-05-2021,Machinery,Christopherchester,984970,1944.97,Air,"Ward, Green and Molina",Donna Thompson,98564350,Net 30,53825381.0
Pakistan,glass,Export,7043,5866.85,13-07-2023,Electronics,Castroborough,243659,1774.99,Sea,Mathews-Garcia,Kelly Gutierrez,71504991,Net 30,41320225.0
Hungary,seek,Export,225,2178.37,19-11-2021,Electronics,Roweborough,130642,708.47,Land,"Rodriguez, Kelly and Conrad",Raymond Cannon,78926680,Net 30,490133.0
Mali,box,Export,1489,5865.7,03-09-2022,Clothing,Port Shannon,747762,4301.0,Sea,"Miller, Butler and Johnson",Joshua Levine,36464698,Prepaid,8734027.0
Malaysia,image,Import,2263,7816.49,21-06-2022,Clothing,Port Sharonfurt,696541,3618.41,Land,"Rivera, Lewis and Webb",Fred Higgins,84609349,Net 60,17688717.0
Montserrat,for,Export,9024,5602.62,13-01-2023,Furniture,East Lori,379560,2793.24,Sea,Pierce Ltd,Carol Ho,5251511,Cash on Delivery,50558043.0
Martinique,build,Import,5484,3881.67,01-04-2023,Clothing,Kentton,383461,1513.9,Land,"Norris, Williams and Benitez",Timothy Lucas,1327138,Net 30,21287078.0
Congo,college,Export,2480,6470.86,04-05-2023,Machinery,West William,149048,4231.41,Land,Schmidt Inc,Annette Perkins,67930595,Net 30,16047733.0
Brunei Darussalam,draw,Export,3509,4545.84,10-10-2021,Machinery,West Danielchester,167727,2408.83,Land,Marshall Ltd,Brandon Johnson,71049836,Prepaid,15951353.0
Japan,southern,Import,7920,9182.74,05-07-2023,Electronics,Reidtown,514634,756.1,Air,"Thomas, Evans and Yates",Jacob Medina,81549538,Net 30,72727301.0
Anguilla,look,Export,1180,3715.5,01-12-2023,Machinery,Johnhaven,149982,1539.18,Air,Stone-Moon,Courtney Carlson,40214757,Net 30,4384290.0
Falkland Islands (Malvinas),maintain,Export,5953,5922.37,06-06-2022,Clothing,Vickiton,266510,794.12,Air,Odonnell-Gonzalez,Kelsey Young,82782317,Net 60,35255869.0
Sudan,also,Import,84,470.79,17-09-2019,Furniture,New Dana,303222,4073.16,Sea,Walker LLC,Jay Peterson,40285594,Net 60,39546.0
